City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
322,Salinopolis,BR,-0.6136,-47.3561,74.79,90,100,6.85,light rain
323,Turukhansk,RU,65.8167,87.9833,2.08,95,100,10.49,light snow
324,Wanning,CN,18.8003,110.3967,66.6,90,75,10.94,broken clouds
325,Auki,SB,-8.7676,160.7034,77.68,87,100,3.56,light rain
326,Port Hardy,CA,50.6996,-127.4199,46.76,87,100,19.57,light rain
327,Hannibal,US,39.7084,-91.3585,27.52,46,0,8.05,clear sky
328,Olga,RU,43.7444,135.2892,8.22,55,9,14.29,clear sky
329,Miltenberg,DE,49.7039,9.2644,46.13,89,100,5.99,overcast clouds
330,Tyukhtet,RU,56.5389,89.3011,-6.48,98,60,3.71,broken clouds
331,Geraldton,AU,-28.7667,114.6,74.12,78,4,5.75,clear sky
332,Padang,ID,-0.9492,100.3543,77.61,88,82,3.49,moderate rain
333,Moron,AR,-34.6534,-58.6198,84.02,51,4,6.24,clear sky
334,Thaba-Tseka,LS,-29.522,28.6084,70.0,39,63,12.75,broken clouds
335,Clarksburg,US,39.2807,-80.3445,14.79,68,0,10.36,clear sky
336,Norman Wells,CA,65.282,-126.8329,-27.36,68,75,4.61,light snow
337,Najran,SA,17.4924,44.1277,74.05,34,46,4.38,scattered clouds
338,Kamuli,UG,0.9472,33.1197,79.36,30,33,1.68,scattered clouds
339,Mezhdurechensk,RU,53.6942,88.0603,1.69,98,86,2.15,overcast clouds
340,Sturgis,US,41.7992,-85.4192,16.07,79,100,6.91,overcast clouds
341,Richards Bay,ZA,-28.783,32.0377,76.28,77,32,7.78,scattered clouds
342,Muli,MV,2.9167,73.5667,81.79,66,81,7.34,broken clouds
343,Mount Isa,AU,-20.7333,139.5,74.97,100,40,0.0,scattered clouds
344,Inongo,CD,-1.95,18.2667,84.31,47,63,1.9,broken clouds
345,Saint George,US,37.1041,-113.5841,50.47,46,0,0.0,clear sky
346,Sambava,MG,-14.2667,50.1667,78.69,84,18,10.71,light rain
347,Vila Franca Do Campo,PT,37.7167,-25.4333,64.2,69,40,9.64,scattered clouds
348,Matagami,CA,49.7502,-77.6328,-9.29,77,100,10.36,overcast clouds
349,Abu Samrah,SY,35.3029,37.1841,43.52,73,86,5.79,overcast clouds
350,Bilibino,RU,68.0546,166.4372,-5.24,88,100,3.83,overcast clouds
351,Opuwo,NA,-18.0607,13.84,87.53,17,94,20.74,overcast clouds
352,Torgau,DE,51.5667,13.0,47.37,89,100,24.63,overcast clouds
353,Kalianget,ID,-7.05,113.9333,79.74,84,100,7.83,overcast clouds
354,Bereda,ES,43.2686,-7.5406,56.88,87,1,3.71,clear sky
355,Pindwara,IN,24.8,73.0667,61.27,23,0,1.9,clear sky
356,Urumqi,CN,43.801,87.6005,-4.85,84,75,0.0,mist
357,Natal,BR,-5.795,-35.2094,84.85,69,20,4.61,few clouds
358,Chicama,PE,-7.8447,-79.1469,68.54,61,65,8.37,broken clouds
359,Bossangoa,CF,6.4926,17.4552,94.3,12,53,6.06,broken clouds
360,Vanimo,PG,-2.6741,141.3028,76.98,89,100,5.37,overcast clouds
361,Surovikino,RU,48.6078,42.8486,35.26,98,100,17.69,light snow
362,Barcelos,PT,41.5388,-8.6151,66.29,46,1,1.83,clear sky
363,Hofn,IS,64.2539,-15.2082,27.84,50,0,9.86,clear sky
364,Lancaster,US,40.2504,-76.2499,17.78,62,100,7.0,overcast clouds
365,Crixas,BR,-14.5489,-49.9692,79.7,73,83,11.68,broken clouds
366,Sioux Lookout,CA,50.1001,-91.917,3.58,85,100,4.61,overcast clouds
367,Sainte-Marie,RE,-20.8968,55.5496,80.76,89,75,12.66,broken clouds
368,Evensk,RU,61.95,159.2333,21.88,83,100,19.39,overcast clouds
369,Puerto Colombia,CO,10.9878,-74.9547,82.49,74,59,20.38,broken clouds
370,Itupiranga,BR,-5.1347,-49.3267,84.52,89,100,4.07,overcast clouds
371,Lita,RO,43.8,24.8167,45.03,61,6,12.73,clear sky
372,Humaita,BR,-7.5061,-63.0208,74.91,98,100,3.85,light rain
373,Cap Malheureux,MU,-19.9842,57.6142,82.89,75,2,4.0,clear sky
374,Ewa Beach,US,21.3156,-158.0072,73.69,75,2,5.01,clear sky
375,Tingi,TZ,-11.3,35.0333,64.92,94,97,3.67,light rain
376,Mayo,US,38.8876,-76.5119,26.42,63,40,14.0,haze
377,Lagoa,PT,39.05,-27.9833,58.57,73,0,11.43,clear sky
378,Portmore,JM,17.9702,-76.8672,83.97,61,20,4.61,few clouds
379,Plouzane,FR,48.3833,-4.6167,50.32,84,100,10.36,overcast clouds
380,Adrar,MR,20.5022,-10.0711,87.37,9,100,13.49,overcast clouds
381,Atbasar,KZ,51.8,68.3333,9.77,96,100,6.26,overcast clouds
382,Caala,AO,-12.8525,15.5606,67.24,80,100,6.62,light rain
383,Keffi,NG,8.8486,7.8736,97.18,9,100,3.69,overcast clouds
384,Takoradi,GH,4.8845,-1.7554,84.78,62,99,11.65,overcast clouds
385,Silver City,US,32.7701,-108.2803,41.67,29,0,4.0,clear sky
386,El Banco,CO,9.0011,-73.9758,85.46,61,82,3.04,broken clouds
387,Bambanglipuro,ID,-7.95,110.2833,77.38,89,100,3.38,moderate rain
388,Nishihara,JP,26.1842,127.7558,61.88,88,100,13.8,light rain
389,Orocue,CO,4.7912,-71.3354,93.69,30,36,13.96,scattered clouds
390,Golkoy,TR,40.6875,37.6178,19.51,82,93,6.69,overcast clouds
391,Vilcun,CL,-38.65,-72.2333,57.94,33,0,6.08,clear sky
392,Banda Aceh,ID,5.5577,95.3222,79.25,84,21,8.72,few clouds
393,Nanfeng,CN,23.7434,111.7959,44.06,90,100,3.18,overcast clouds
394,Dano,BF,11.15,-3.0667,97.18,8,34,8.72,scattered clouds
395,Nemuro,JP,43.3236,145.575,20.52,67,22,19.57,few clouds
396,Dodola,ET,6.9833,39.1833,60.55,31,76,1.77,broken clouds
397,Forbes,AU,-33.3833,148.0167,75.92,87,26,5.59,scattered clouds
398,Portland,US,45.5234,-122.6762,39.38,80,71,1.01,broken clouds
399,Isangel,VU,-19.55,169.2667,78.91,94,100,6.91,moderate rain
400,Viedma,AR,-40.8135,-62.9967,95.14,23,0,14.61,clear sky
401,Vostok,RU,46.4856,135.8833,-16.65,99,100,3.38,overcast clouds
402,Makokou,GA,0.5738,12.8642,95.68,18,47,0.74,scattered clouds
403,San Cristobal,VE,7.7669,-72.225,73.58,40,61,5.55,broken clouds
404,Lichinga,MZ,-13.3128,35.2406,69.89,94,75,5.75,thunderstorm
405,Herat,AF,34.5,62.0,43.21,55,0,2.06,clear sky
406,Yuci,CN,37.6803,112.7319,19.15,79,12,2.24,haze
407,Kokstad,ZA,-30.5472,29.4241,64.96,85,68,5.19,broken clouds
408,Kanniyakumari,IN,8.0833,77.5667,79.68,78,39,17.2,scattered clouds
409,Tateyama,JP,34.9833,139.8667,42.06,75,20,6.91,few clouds
410,Verkhnevilyuysk,RU,63.4453,120.3167,-13.61,98,90,6.71,overcast clouds
411,Bundaberg,AU,-24.85,152.35,73.69,90,100,3.0,overcast clouds
412,Egvekinot,RU,66.3167,-179.1667,-0.78,65,86,4.74,overcast clouds
413,Sitka,US,57.0531,-135.33,37.65,95,100,7.11,moderate rain
414,Zhanaozen,KZ,43.3,52.8,34.14,67,21,3.94,few clouds
415,Urubicha,BO,-15.3833,-62.95,85.68,60,89,2.48,overcast clouds
416,Saskylakh,RU,71.9167,114.0833,-19.86,100,100,3.74,overcast clouds
417,Vaitape,PF,-16.5167,-151.75,80.04,75,12,10.29,few clouds
418,Makungu,TZ,-8.7333,35.2833,65.01,99,100,5.35,heavy intensity rain
419,Bilma,NE,18.6853,12.9164,72.01,12,0,12.37,clear sky
420,Shelburne,CA,44.0787,-80.2041,7.12,77,3,6.04,clear sky
421,Dong Hoi,VN,17.4833,106.6,73.6,90,95,4.56,overcast clouds
422,Manjakandriana,MG,-18.9167,47.8,76.69,80,37,5.64,scattered clouds
423,Shenkursk,RU,62.1091,42.896,17.56,94,100,6.62,light snow
424,Iskateley,RU,67.6803,53.1512,8.19,94,99,12.15,overcast clouds
425,Puerto Ayacucho,VE,5.6639,-67.6236,82.18,23,51,9.66,broken clouds
426,Grand-Lahou,CI,5.1367,-5.0242,86.27,61,74,10.33,broken clouds
427,Limoges,FR,45.75,1.3333,42.67,100,100,3.44,fog
428,Saint-Augustin,CA,51.226,-58.6502,1.47,72,87,9.89,overcast clouds
429,Shawinigan,CA,46.5668,-72.7491,0.59,59,98,10.36,overcast clouds
430,Beisfjord,NO,68.3751,17.5988,23.05,83,100,10.18,overcast clouds
431,Yaan,NG,7.3833,8.5667,94.01,10,100,11.56,overcast clouds
432,Phan Thiet,VN,10.9333,108.1,72.91,87,53,3.33,broken clouds
433,Lumby,CA,50.2498,-118.969,28.72,94,100,3.42,overcast clouds
434,Codrington,AU,-38.2667,141.9667,63.14,80,86,9.04,overcast clouds
435,Santiago Del Estero,AR,-27.7951,-64.2615,84.99,34,0,4.0,clear sky
436,Sorong,ID,-0.8833,131.25,81.5,77,91,10.8,moderate rain
437,Boa Vista,BR,2.8197,-60.6733,89.58,43,75,9.22,broken clouds
438,Jinxi,CN,30.4323,116.2922,34.21,93,93,4.41,light snow
439,Otjimbingwe,NA,-22.35,16.1333,84.96,39,100,14.16,light rain
440,Talcahuano,CL,-36.7167,-73.1167,62.28,77,100,6.91,overcast clouds
441,Dzhebariki-Khaya,RU,62.2167,135.8,-39.06,100,75,1.57,broken clouds
442,Urengoy,RU,65.9667,78.3667,-9.17,99,97,7.38,overcast clouds
443,Gisborne,NZ,-38.6533,178.0042,59.95,90,5,7.36,clear sky
444,Basco,PH,20.4487,121.9702,74.59,80,100,16.02,overcast clouds
445,Vao,NC,-22.6667,167.4833,78.94,86,100,13.15,overcast clouds
446,Inirida,CO,3.8653,-67.9239,92.19,35,74,3.06,broken clouds
447,Ostrovnoy,RU,68.0531,39.5131,11.8,93,36,16.62,scattered clouds
448,Dubuque,US,42.4833,-90.8668,18.63,54,24,11.27,few clouds
449,Zemio,CF,5.0314,25.1361,88.61,17,0,3.94,clear sky
450,Japura,ID,-0.3167,102.35,77.92,85,100,2.68,overcast clouds
451,Narsaq,GL,60.9167,-46.05,19.99,92,100,11.68,snow
452,Ondjiva,AO,-17.0667,15.7333,91.85,21,93,9.82,overcast clouds
453,Kodiak,US,57.79,-152.4072,23.94,85,99,16.42,overcast clouds
454,Orleans,US,30.0335,-89.9501,42.03,36,0,7.87,clear sky
455,Santa Marta,CO,11.2408,-74.199,85.89,57,20,10.0,few clouds
456,Lompoc,US,34.6391,-120.4579,64.09,41,100,4.99,overcast clouds
457,Assiniboia,CA,49.6334,-105.9845,30.11,63,93,8.05,overcast clouds
458,Visnes,NO,59.3556,5.2242,43.21,75,75,41.43,broken clouds
459,Acari,PE,-15.4311,-74.6158,78.76,55,88,9.04,overcast clouds
460,Port Keats,AU,-14.25,129.55,81.82,84,89,18.99,light rain
461,Olbia,IT,40.9214,9.4856,57.25,51,0,5.75,clear sky
462,Mgandu,TZ,-5.95,34.1333,62.06,97,100,4.97,overcast clouds
463,Lyaskelya,RU,61.7667,31.0167,24.51,85,100,12.03,snow
464,Zhigansk,RU,66.7697,123.3711,-20.51,100,98,6.22,overcast clouds
465,Den Helder,NL,52.9599,4.7593,53.02,78,100,25.99,overcast clouds
466,Nuevo Progreso,MX,23.1667,-97.95,57.47,60,100,3.0,overcast clouds
467,Bethanien,NA,-26.502,17.1583,94.68,18,96,8.59,overcast clouds
468,Tupiza,BO,-21.45,-65.7167,64.51,55,96,2.82,overcast clouds
469,Chapais,CA,49.7834,-74.8492,-16.82,86,37,2.21,scattered clouds
470,Rocha,UY,-34.4833,-54.3333,79.5,49,12,5.59,few clouds
471,Bac Lieu,VN,9.285,105.7244,76.82,82,43,6.62,scattered clouds
472,Dukat,RU,62.55,155.55,1.51,96,100,4.27,overcast clouds
473,Troitsk,RU,54.0979,61.5773,6.21,95,100,3.85,overcast clouds
474,Barra Patuca,HN,15.8,-84.2833,79.02,66,57,7.52,broken clouds
475,Thinadhoo,MV,0.5333,72.9333,81.25,67,100,5.06,overcast clouds
476,Eustis,US,28.8528,-81.6853,48.25,45,1,17.52,clear sky
477,Umm Kaddadah,SD,13.6017,26.6876,67.68,12,37,12.82,scattered clouds
478,San Estanislao,CO,10.3983,-75.1511,84.09,53,59,6.62,broken clouds
479,Carberry,CA,49.8689,-99.3602,14.65,89,82,7.92,broken clouds
480,Lumeje,AO,-11.55,20.7833,72.41,79,98,7.9,moderate rain
481,Lock Haven,US,41.137,-77.4469,16.07,53,100,13.53,overcast clouds
482,Kedgwick,CA,47.6446,-67.3434,-0.31,87,100,8.95,light snow
483,Honningsvag,NO,70.9821,25.9704,32.59,54,91,9.57,overcast clouds
484,Bontang,ID,0.1333,117.5,79.03,84,93,4.83,overcast clouds
485,Tiznit,MA,29.5833,-9.5,65.93,22,0,30.82,clear sky
486,Bairiki,KI,1.3292,172.9752,80.6,89,40,10.36,scattered clouds
487,Camabatela,AO,-8.1881,15.375,68.49,92,100,3.38,moderate rain
488,Itarema,BR,-2.9248,-39.9167,83.37,61,99,9.91,overcast clouds
489,Lavrentiya,RU,65.5833,-171.0,-5.67,86,5,4.97,clear sky
490,Klyuchi,RU,52.2667,79.1667,6.8,82,64,10.87,broken clouds
491,Bari,IT,41.1177,16.8512,49.87,44,20,28.99,few clouds
492,Tawang,IN,27.5833,91.8667,25.03,71,14,6.11,few clouds
493,Bonanza,NI,14.0289,-84.591,78.48,61,45,6.69,scattered clouds
494,Kualakapuas,ID,-3.0091,114.3876,78.96,86,100,2.3,overcast clouds
495,Comodoro Rivadavia,AR,-45.8667,-67.5,85.86,11,0,19.57,clear sky
496,Tuatapere,NZ,-46.1333,167.6833,56.75,85,100,4.09,light rain
497,Nichinan,JP,31.6,131.3667,43.75,64,98,4.25,overcast clouds
498,Revelstoke,CA,50.9832,-118.2023,16.59,97,100,3.09,overcast clouds
499,Ponferrada,ES,42.5466,-6.5962,61.07,22,4,1.99,clear sky
500,Ribeira Brava,PT,32.65,-17.0667,70.72,56,62,8.3,broken clouds
501,Anadyr,RU,64.75,177.4833,-8.9,83,75,1.99,fog
502,Tadine,NC,-21.55,167.8833,79.16,91,100,7.29,overcast clouds
503,Kayes,ML,14.0,-11.0,100.0,8,32,7.2,scattered clouds
504,Sterling,US,39.0062,-77.4286,26.35,64,100,1.01,overcast clouds
505,Gashua,NG,12.871,11.0482,81.0,8,19,15.59,few clouds
506,Hericourt,FR,47.5731,6.7614,47.57,82,100,4.45,overcast clouds
507,Sungairaya,ID,0.7,108.9,77.7,81,100,2.66,overcast clouds
508,Poronaysk,RU,49.2167,143.1167,4.23,96,100,9.08,snow
509,Luganville,VU,-15.5333,167.1667,78.37,91,100,13.76,overcast clouds
510,Coos Bay,US,43.3665,-124.2179,38.93,74,55,5.01,broken clouds
511,Lashio,MM,22.9333,97.75,50.02,64,1,0.6,clear sky
512,Bulungu,CD,-4.55,18.6,84.83,59,89,2.71,overcast clouds
513,Gamovo,RU,57.8652,56.1056,6.42,85,0,0.0,clear sky
514,Payakumbuh,ID,-0.2202,100.6308,71.71,93,92,0.87,overcast clouds
515,Colomi,BO,-17.35,-65.8667,61.07,79,96,2.19,overcast clouds
516,Maragogi,BR,-9.0122,-35.2225,84.0,63,95,10.16,overcast clouds
517,Sanchor,IN,24.7553,71.7722,62.96,25,0,4.23,clear sky
518,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,18.25,87,99,10.33,light snow
519,Aquiraz,BR,-3.9014,-38.3911,84.18,60,97,6.4,light rain
520,Virginia Beach,US,36.8529,-75.978,31.01,87,100,3.0,overcast clouds
521,Aksarka,RU,66.5606,67.7975,-11.0,98,93,7.49,overcast clouds
522,Nouadhibou,MR,20.931,-17.0347,64.62,72,96,19.73,overcast clouds
523,Tortoli,IT,39.9256,9.6572,52.21,70,2,3.04,clear sky
524,Sumenep,ID,-7.0167,113.8667,78.94,86,100,6.69,overcast clouds
525,Buzmeyin,TM,38.0507,58.2056,46.6,53,98,1.95,overcast clouds
526,Priiskovyy,RU,51.9333,116.6333,-20.49,100,16,0.54,few clouds
527,Rome,US,34.257,-85.1647,28.81,50,0,4.0,clear sky
528,Clinton,US,42.587,-82.9199,18.41,74,17,1.01,few clouds
529,Balkanabat,TM,39.5108,54.3671,43.72,63,2,4.83,clear sky
530,Kontagora,NG,10.3999,5.4695,94.33,8,18,7.81,few clouds
531,Anloga,GH,5.7947,0.8973,85.17,57,58,11.74,broken clouds
532,Eskhar,UA,49.7987,36.5883,34.18,94,99,11.63,light snow
533,Buin,CL,-33.7333,-70.75,79.05,35,0,9.04,clear sky
534,Hendek,TR,40.7994,30.7481,34.83,93,99,1.81,overcast clouds
535,Kresek,ID,-6.1314,106.3797,80.56,82,98,3.4,overcast clouds
536,Amapa,BR,1.0,-52.0,77.09,94,98,3.38,overcast clouds
537,Lata,PT,40.1629,-8.3327,65.91,27,0,5.82,clear sky
538,Chaman,PK,30.9236,66.4512,52.3,45,69,3.29,broken clouds
539,Ornskoldsvik,SE,63.2909,18.7153,31.15,100,100,4.61,light snow
540,Majene,ID,-3.5403,118.9707,78.62,83,100,1.81,overcast clouds
541,Usinsk,RU,65.9939,57.5281,9.55,92,100,18.32,light snow
542,San Juan,AR,-31.5375,-68.5364,88.09,34,5,5.21,clear sky
543,Buala,SB,-8.145,159.5921,79.9,81,100,6.17,light rain
544,Margate,GB,51.3813,1.3862,56.03,70,100,5.99,overcast clouds
545,Jackson,US,42.4165,-122.8345,23.95,63,2,1.81,clear sky
546,Campbell River,CA,50.0163,-125.2446,36.45,93,100,1.14,overcast clouds
547,Zharkent,KZ,44.1628,80.0,28.31,46,100,2.86,light snow
548,Privolzhskiy,RU,51.4,46.0333,23.18,78,99,9.15,overcast clouds
549,Laizhou,CN,37.1717,119.9214,26.55,54,3,1.14,clear sky
550,Almaty,KZ,43.25,76.95,31.91,93,90,6.71,fog
551,Simao,CN,22.7886,100.9748,48.65,52,0,2.35,clear sky
552,Voh,NC,-20.9667,164.7,78.55,88,89,1.92,overcast clouds
553,Rundu,NA,-17.9333,19.7667,75.07,71,100,7.38,light rain
554,Kununurra,AU,-15.7667,128.7333,78.78,94,100,4.61,heavy intensity rain
555,Cayenne,GF,4.9333,-52.3333,86.04,72,100,3.0,overcast clouds
556,Mutoko,ZW,-17.397,32.2268,67.98,87,61,8.84,broken clouds
557,Panna,IN,24.7167,80.2,56.41,44,0,2.68,clear sky
558,Yuanping,CN,38.7153,112.7575,28.22,45,0,1.7,clear sky
559,Tagusao,PH,9.1924,117.8141,78.48,84,37,3.94,scattered clouds
560,Terrace Bay,CA,48.7834,-87.1,7.07,90,100,1.83,overcast clouds
561,Plettenberg Bay,ZA,-34.0527,23.3716,68.05,73,0,11.95,clear sky
562,Harer,ET,9.3094,42.1258,63.01,42,52,13.18,broken clouds
563,Sangar,RU,63.9242,127.4739,-33.34,99,62,2.26,broken clouds
564,Sao Joao Da Barra,BR,-21.6403,-41.0511,91.49,76,97,11.03,overcast clouds
565,Batsfjord,NO,70.6345,29.7185,22.21,87,95,5.66,snow
566,Ternate,ID,0.8,127.4,80.08,81,99,5.7,overcast clouds
567,Stonewall,CA,50.1344,-97.3268,13.95,98,95,6.6,overcast clouds
568,Manakara,MG,-22.1333,48.0167,75.79,78,0,7.25,clear sky
569,West Wendover,US,40.7391,-114.0733,28.45,43,0,1.61,clear sky
570,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,84.04,70,89,3.94,light rain
571,Sapernoye,RU,60.7167,29.9505,24.66,82,100,10.8,light snow
572,Kot Isa Khan,IN,30.95,75.1333,48.52,69,0,4.5,clear sky
573,Shache,CN,38.4167,77.2406,31.28,36,99,5.84,overcast clouds
574,Tandil,AR,-37.3217,-59.1332,84.31,1,0,12.41,clear sky
575,Luwuk,ID,-0.9516,122.7875,77.18,83,100,3.47,overcast clouds
576,Biak,ID,-0.9131,122.8766,76.12,81,99,3.06,overcast clouds
577,Mut,TR,36.6439,33.4389,33.98,73,100,3.0,overcast clouds
578,Mahibadhoo,MV,3.7833,72.9667,81.95,66,62,10.0,broken clouds
579,Chervone,UA,49.9564,28.8645,25.95,89,100,10.87,overcast clouds
580,Zhoucheng,CN,35.9122,116.3117,38.01,46,0,1.74,clear sky
581,Denpasar,ID,-8.65,115.2167,82.06,83,40,9.22,light rain
582,Morlaix,FR,48.5833,-4.0,50.16,83,100,13.8,overcast clouds
583,Hunterville,NZ,-39.9333,175.5667,60.24,85,0,4.7,clear sky
584,Matara,LK,5.9485,80.5353,78.82,84,78,3.78,broken clouds
585,Conceicao Do Araguaia,BR,-8.2578,-49.2647,79.47,73,100,8.93,overcast clouds
586,Jiazi,CN,22.8779,116.067,60.06,81,82,14.16,broken clouds
587,Yerbogachen,RU,61.2767,108.0108,-21.32,100,79,3.89,broken clouds
588,Tura,IN,25.5198,90.2201,54.05,52,0,2.73,clear sky
589,Pec,XK,42.6591,20.2883,34.09,82,60,4.61,broken clouds
590,Tarauaca,BR,-8.1614,-70.7656,81.55,84,100,1.92,overcast clouds
591,Lasem,ID,-6.6922,111.4527,77.81,89,100,3.49,overcast clouds
592,Ardon,RU,43.17,44.29,29.39,79,43,4.54,scattered clouds
593,Kjopsvik,NO,68.097,16.3742,31.17,81,100,8.88,overcast clouds
594,Pochutla,MX,15.7432,-96.4661,82.81,53,2,3.8,clear sky
595,Makarov,RU,48.6333,142.8,4.69,90,100,5.82,light snow
596,Kirakira,SB,-10.4544,161.9205,78.87,86,100,5.26,overcast clouds
597,Hagavik,NO,60.1833,5.4333,39.18,91,75,13.0,broken clouds
598,Port Macquarie,AU,-31.4333,152.9167,66.88,83,58,6.22,broken clouds
599,Saint-Leu,RE,-21.15,55.2833,79.66,85,79,11.65,light rain
600,Semey,KZ,50.4111,80.2275,8.55,78,100,16.51,overcast clouds
601,Ola,RU,59.5833,151.2833,12.33,79,100,15.82,overcast clouds
602,Tamandare,BR,-8.7597,-35.1047,84.74,62,88,9.55,overcast clouds
603,Kolondieba,ML,11.0882,-6.8926,99.1,8,5,6.98,clear sky
604,Areia Branca,BR,-4.9561,-37.1369,84.2,58,97,8.03,overcast clouds
605,Brandon,US,27.9378,-82.2859,53.56,57,0,1.99,clear sky
606,West Odessa,US,31.8424,-102.4988,42.98,39,0,6.91,clear sky
607,Longkou,CN,37.6508,120.3286,30.76,55,0,1.57,clear sky
608,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,80.65,74,43,11.63,scattered clouds
609,Zeya,RU,53.75,127.2667,-2.58,87,100,5.01,overcast clouds
610,Chengde,CN,40.9725,117.9361,18.16,39,0,2.62,clear sky
611,Popondetta,PG,-8.7537,148.2534,73.71,96,100,3.0,overcast clouds
612,Kalmunai,LK,7.4167,81.8167,78.44,82,71,3.06,broken clouds
613,Pasni,PK,25.2631,63.471,71.53,77,0,13.35,clear sky
614,Mandalgovi,MN,45.7625,106.2708,-1.25,89,70,11.79,broken clouds
615,Kavaratti,IN,10.5669,72.642,80.94,68,40,0.36,scattered clouds
616,Damietta,EG,31.4165,31.8133,54.82,72,31,5.77,scattered clouds
617,Kudahuvadhoo,MV,2.6708,72.8944,81.39,65,87,6.42,overcast clouds
618,Barguzin,RU,53.6167,109.6167,-10.07,95,86,1.54,overcast clouds
619,Puerto Narino,CO,-3.7703,-70.3831,87.75,45,99,3.38,overcast clouds
620,Maumere,ID,-8.6199,122.2111,79.52,82,99,4.65,light rain
621,Kuzhener,RU,56.8111,48.9128,12.25,95,100,8.05,overcast clouds
622,Lososina,RU,48.9975,140.3106,-3.37,82,77,6.35,broken clouds
623,Shingu,JP,33.7333,135.9833,40.08,74,100,6.13,overcast clouds
624,East Norriton,US,40.1518,-75.3366,19.62,87,100,4.0,snow
625,Te Anau,NZ,-45.4167,167.7167,55.65,85,100,3.76,overcast clouds
626,Abu Dhabi,AE,24.4667,54.3667,67.96,76,1,11.27,clear sky
627,Tecoanapa,MX,16.5167,-98.75,82.8,57,82,2.04,broken clouds
628,Nouakchott,MR,18.0858,-15.9785,78.73,41,100,8.34,overcast clouds
629,Ormara,PK,25.2088,64.6357,71.56,72,0,11.79,clear sky
630,Benguela,AO,-12.5763,13.4055,80.96,73,69,9.33,broken clouds
631,Naze,JP,28.3667,129.4833,56.28,78,100,10.8,overcast clouds
632,Porto Velho,BR,-8.7619,-63.9039,77.05,94,100,3.44,light rain
633,Gasa,PS,31.5,34.4667,55.38,68,6,1.9,clear sky
634,Cabinda,AO,-5.55,12.2,82.26,74,82,10.09,broken clouds
635,Mocuba,MZ,-16.8392,36.9856,76.59,86,20,7.43,few clouds
636,Oksfjord,NO,70.2396,22.3479,16.72,91,40,9.93,scattered clouds
637,Buzdyak,RU,54.5833,54.55,0.82,97,96,4.05,overcast clouds
638,College,US,64.8569,-147.8028,-14.01,66,21,3.65,few clouds
639,Jalu,LY,29.0331,21.5482,58.44,39,5,14.54,clear sky
640,Valparaiso,CL,-33.0393,-71.6273,69.44,67,40,11.5,scattered clouds
641,Pinotepa Nacional,MX,16.3167,-98.0167,82.45,55,18,3.22,few clouds
642,Cairns,AU,-16.9167,145.7667,76.95,88,75,8.05,broken clouds
643,Havelock,US,34.8791,-76.9013,36.05,76,100,13.0,overcast clouds
